"Time","neo4j"
2024-03-03 17:15:00,989626368
2024-03-03 17:15:15,989626368
2024-03-03 17:15:30,989626368
2024-03-03 17:15:45,989626368
2024-03-03 17:16:00,989626368
2024-03-03 17:16:15,989626368
2024-03-03 17:16:30,989626368
2024-03-03 17:16:45,989626368
2024-03-03 17:17:00,989626368
2024-03-03 17:17:15,989626368
2024-03-03 17:17:30,989626368
2024-03-03 17:17:45,989626368
2024-03-03 17:18:00,989626368
2024-03-03 17:18:15,989626368
2024-03-03 17:18:30,989626368
2024-03-03 17:18:45,989626368
2024-03-03 17:19:00,989626368
2024-03-03 17:19:15,989626368
2024-03-03 17:19:30,989626368
2024-03-03 17:19:45,350482432
2024-03-03 17:20:00,350298112
2024-03-03 17:20:15,350330880
2024-03-03 17:20:30,350396416
2024-03-03 17:20:45,350195712
2024-03-03 17:21:00,353599488
2024-03-03 17:21:15,353595392
2024-03-03 17:21:30,349470720
2024-03-03 17:21:45,577380352
2024-03-03 17:22:00,579993600
2024-03-03 17:22:15,581320704
2024-03-03 17:22:30,593858560
2024-03-03 17:22:45,599625728
2024-03-03 17:23:00,602648576
2024-03-03 17:23:15,600694784
2024-03-03 17:23:30,600760320
2024-03-03 17:23:45,600674304
2024-03-03 17:24:00,600670208
2024-03-03 17:24:15,600670208
2024-03-03 17:24:30,600670208
2024-03-03 17:24:45,600657920
2024-03-03 17:25:00,600653824
2024-03-03 17:25:15,644218880
2024-03-03 17:25:30,688492544
2024-03-03 17:25:45,688484352
2024-03-03 17:26:00,688484352
2024-03-03 17:26:15,688746496
2024-03-03 17:26:30,688435200
2024-03-03 17:26:45,687575040
2024-03-03 17:27:00,687575040
2024-03-03 17:27:15,687706112
2024-03-03 17:27:30,694329344
2024-03-03 17:27:45,694341632
2024-03-03 17:28:00,707682304
2024-03-03 17:28:15,707407872
2024-03-03 17:28:30,707211264
2024-03-03 17:28:45,707276800
2024-03-03 17:29:00,707096576
2024-03-03 17:29:15,707096576
2024-03-03 17:29:30,707158016
2024-03-03 17:29:45,707166208
2024-03-03 17:30:00,721260544
2024-03-03 17:30:15,721321984
2024-03-03 17:30:30,721321984
2024-03-03 17:30:45,721321984
2024-03-03 17:31:00,721141760
2024-03-03 17:31:15,721141760
2024-03-03 17:31:30,722292736
2024-03-03 17:31:45,723767296
2024-03-03 17:32:00,723767296
2024-03-03 17:32:15,723767296
2024-03-03 17:32:30,723767296
2024-03-03 17:32:45,723587072
2024-03-03 17:33:00,723587072
2024-03-03 17:33:15,723587072
2024-03-03 17:33:30,723587072
2024-03-03 17:33:45,723496960
2024-03-03 17:34:00,723496960
2024-03-03 17:34:15,723496960
2024-03-03 17:34:30,723496960
2024-03-03 17:34:45,723406848
2024-03-03 17:35:00,723726336
2024-03-03 17:35:15,723726336
2024-03-03 17:35:30,723726336
